Name,WD17NM_x,HPrice,medIncome,Tquantity,CrimRate,FareZone,Perof65years,drivingTime,PTransportTime,TPopulation,AreaKm2,PeoplePerkm2,Av GCSE 2013,GrnSpacem2T,Cemissions,TTprimaryS,TTsecodS,TTGP,TTHosp,TTfoodSt,pcds
Barnet 014C,Edgware,855000,44730,10,71,5,18.6,66,55,1603,3.19,503,495,2540.6,89,8,10,7,32,8,HA8 8JJ
Barnet 014D,Edgware,600000,32140,88,76,5,7.9,67,61,1440,0.16,8883,451,88.7,92,9,5,12,40,10,HA8 8DA
Barnet 014E,Edgware,662500,42630,12,32,5,16.9,68,56,1624,0.25,6543,455,14.1,87,6,8,10,36,9,HA8 8EH
Barnet 014F,Edgware,455000,43570,11,34,5,22.2,65,52,1508,0.25,5930,505,15.6,97,7,10,8,32,7,HA8 8DT
Barnet 018A,Edgware,525000,37980,13,99,5,22.1,70,48,2009,0.28,7074,494,29.3,92,10,12,5,30,6,HA8 9UP
Barnet 018B,Edgware,550000,38790,11,201,5,18.2,66,45,1942,0.3,6388,481,30.5,89,8,12,9,26,5,HA8 0BD
Barnet 018C,Edgware,470000,36090,8,100,5,14,66,53,1795,0.33,5400,431,37.8,93,6,12,8,30,8,HA8 9GN
Barnet 013A,Edgware,265000,32040,9,51,5,12.9,69,64,1997,0.32,6336,433,140.1,96,10,22,10,44,5,HA8 8XB
Barnet 028A,Finchley Church End,497500,41320,64,88,4,21.6,48,43,1951,0.25,7937,490,45.9,102,5,10,5,18,8,N3 3XP
Barnet 023A,Finchley Church End,690000,42600,13,50,4,14.3,51,44,1960,0.28,7076,444,87.3,97,10,10,7,12,9,N3 2JL
Barnet 025A,Finchley Church End,525000,44290,33,48,4,16.6,50,52,2057,0.33,6247,462,46.9,100,10,6,10,30,10,N3 3TB
Barnet 025B,Finchley Church End,920000,46540,25,39,4,28,52,47,1649,0.34,4877,527,47.8,92,9,10,10,23,11,NW4 1JL
Barnet 028B,Finchley Church End,672500,44070,26,62,4,31.5,51,50,1925,0.28,6924,543,49.4,95,8,12,10,24,7,N3 1SS
Barnet 028C,Finchley Church End,1400000,52280,9,68,4,20.2,47,46,1522,0.39,3867,478,55.4,102,6,10,10,24,9,N3 3DW
Barnet 028D,Finchley Church End,1098750,47650,8,42,4,17.3,48,46,1783,0.23,7889,385,2.1,96,8,10,6,23,10,N3 3ZB
Barnet 028E,Finchley Church End,730000,40530,15,64,4,17.4,46,48,1797,0.31,5886,467,68.2,114,6,10,8,22,5,N3 3BN
Barnet 025C,Finchley Church End,817500,44210,22,48,4,18.4,52,42,1659,0.32,5242,401,57.1,93,6,13,9,13,10,N3 1BB
Barnet 035A,Garden Suburb,810000,51620,33,86,4,18.2,43,55,1587,0.38,4172,588,72.6,105,6,9,9,27,9,NW11 6LG
Barnet 033B,Garden Suburb,7775000,73720,14,79,3,22.5,43,50,1552,1.32,1175,474,561.5,96,10,11,10,17,12,N2 0TT
Barnet 033C,Garden Suburb,1895000,56400,19,51,3,20.2,45,50,1557,0.35,4490,551,85.3,98,9,9,6,31,9,NW11 7JQ
Barnet 033D,Garden Suburb,1363000,53190,20,51,3,18.6,40,34,1560,0.41,3834,424,54,105,10,8,9,15,10,N2 0AJ
Barnet 035B,Garden Suburb,910000,50810,21,60,3,31.3,44,48,1508,0.4,3758,713,90.2,95,8,6,6,30,7,NW11 6QP
Barnet 033E,Garden Suburb,650000,52170,19,47,3,15.2,41,46,1547,0.5,3117,560,203.4,102,10,7,7,26,9,N2 0DG
Barnet 035C,Garden Suburb,525000,41330,25,110,4,16.7,46,46,2231,0.27,8136,522,62.2,115,6,10,8,26,5,NW11 0AB
Barnet 035D,Garden Suburb,1355000,53140,8,46,3,17.4,43,39,1439,0.35,4137,498,92.7,98,10,10,6,26,9,NW11 7EX
Barnet 033F,Garden Suburb,2225000,69670,12,40,3,14.7,45,52,1361,0.42,3205,497,16.6,93,11,10,9,31,9,N2 0QR
Barnet 038E,Garden Suburb,592500,48640,18,53,3,14.6,43,38,1722,0.33,5198,505,77.5,98,10,10,10,19,8,NW11 7EG
Barnet 037B,Golders Green,560000,42820,7,43,3,20.8,45,42,2198,0.22,10046,512,28.9,112,10,10,8,20,9,NW11 9LS
Barnet 035E,Golders Green,909800,46650,12,35,3,18.2,44,43,2069,0.2,10610,507,10,95,9,12,5,28,7,NW11 7EJ
Barnet 035F,Golders Green,1050000,46290,12,44,3,14.2,46,45,1829,0.21,8523,447,4.7,94,7,12,9,30,6,NW11 0DR
Barnet 037C,Golders Green,755000,42770,13,46,3,13.1,43,37,1934,0.15,12749,487,4.4,101,9,10,5,21,9,NW11 8AU
Barnet 037D,Golders Green,650000,41230,7,46,3,10.5,47,40,1956,0.19,10230,406,16.6,116,7,6,7,16,8,NW11 9SA
Barnet 037E,Golders Green,585900,39950,6,40,3,20.2,46,43,2035,0.15,13275,530,3.5,101,5,10,6,21,9,NW11 9RH
Barnet 039B,Golders Green,575000,31100,6,287,3,7.3,53,42,1350,0.42,3201,384,116.5,123,10,6,10,21,6,NW11 9EH
Barnet 040C,Golders Green,616000,34940,12,64,3,12.7,44,50,1721,0.42,4137,416,202.5,102,10,10,7,25,8,NW2 1NU
Barnet 039C,Golders Green,466500,33100,8,146,3,9.3,47,49,1368,0.54,2512,542,73.4,110,5,11,10,26,5,NW2 1AF
Barnet 040D,Golders Green,593500,37290,8,42,3,14.1,46,52,1682,0.16,10480,520,8.3,100,8,10,8,28,8,NW2 1PU
Barnet 037F,Golders Green,1075000,45130,6,42,3,17.5,48,45,1892,0.31,6091,462,57.8,114,11,12,12,34,9,NW11 9QR
Barnet 018D,Hale,410000,31430,5,45,4,13.6,66,50,1796,0.17,10382,414,20.5,92,7,14,10,36,7,HA8 9HP
Barnet 018E,Hale,598500,40100,9,42,5,21,67,50,1929,0.26,7541,402,31.8,90,10,14,10,33,7,HA8 9LJ
Barnet 007A,Hale,1160000,45750,8,56,5,11.7,63,60,1558,2.89,540,430,2410.3,89,6,8,10,26,8,NW7 3HR
Barnet 013B,Hale,336500,35880,8,38,5,10.7,68,62,1757,0.28,6275,426,77.4,97,10,13,10,24,7,HA8 8XX
Barnet 013C,Hale,665000,39600,21,34,5,27.2,67,60,1872,0.27,6898,465,22.8,90,10,15,10,28,6,HA8 8XA
Barnet 013D,Hale,337500,37780,13,64,5,13.7,64,64,1942,0.37,5321,469,46,117,10,11,10,22,9,NW7 3HH
Barnet 013E,Hale,650000,39710,11,42,5,21.9,66,58,1942,0.3,6508,425,18.1,103,10,12,8,28,8,HA8 9UD
Barnet 013F,Hale,570000,40830,21,59,5,15.3,64,56,1837,0.26,6940,524,19.1,92,6,12,5,34,7,HA8 9RX
Barnet 021D,Hale,617500,40990,22,37,4,16.9,62,62,1788,0.28,6471,468,20.7,101,6,13,10,35,6,HA8 9NU
Barnet 021E,Hale,403000,35130,9,57,4,10.4,61,56,1794,0.35,5114,444,153.8,98,6,12,10,28,9,NW7 2AA
Barnet 034A,Hendon,527500,41410,18,41,3,15.3,46,39,1910,0.23,8326,545,47.4,109,5,9,8,27,8,NW4 2QH
Barnet 032A,Hendon,400000,39850,11,98,3,13.9,51,39,2179,0.32,6715,517,56.3,105,5,8,6,20,5,NW4 2EJ
Barnet 034B,Hendon,665500,39990,12,48,4,12.7,48,48,2026,0.21,9588,477,25.9,103,5,7,5,27,6,NW11 9JY
Barnet 031A,Hendon,322500,37060,14,66,4,8.7,53,48,2099,0.43,4887,448,150.1,115,6,17,9,35,6,NW4 4EU
Barnet 031B,Hendon,637000,39090,17,56,4,16.3,54,46,1781,0.44,4040,476,153,108,10,16,8,41,8,NW4 4TH
Barnet 031C,Hendon,429975,41340,16,31,4,16.9,55,50,1810,0.34,5328,525,79.6,92,10,12,8,43,7,NW4 4RA
Barnet 032B,Hendon,587500,40760,18,58,4,25,52,49,1694,0.28,6129,415,13.5,98,10,9,10,34,8,NW4 1BZ
Barnet 032C,Hendon,462500,36510,28,86,4,16.8,50,45,1928,0.18,10501,477,17,98,9,6,6,33,6,NW4 1BT
Barnet 032D,Hendon,678750,37690,12,61,4,14.5,51,46,1855,0.22,8292,507,33.3,97,8,7,5,32,7,NW4 4ED
Barnet 032E,Hendon,462500,33810,10,96,4,14.3,49,43,2148,0.18,11861,504,34,98,7,5,5,30,5,NW4 2DL
Barnet 002B,High Barnet,618000,42880,25,27,6,21.2,67,64,1538,1.08,1429,433,689,81,10,10,10,22,7,EN4 0LY
Barnet 002C,High Barnet,420000,41480,26,51,5,13.9,68,62,1728,0.27,6506,440,66.5,82,7,11,8,26,9,EN5 5NX
Barnet 001A,High Barnet,531250,45210,30,76,5,19.6,63,56,1717,0.27,6340,514,61.7,86,10,9,6,15,5,EN5 4GD
Barnet 001B,High Barnet,640000,47700,20,35,5,19,66,56,1540,0.81,1894,519,523.9,80,8,7,10,12,7,EN5 4DL
Barnet 001C,High Barnet,345000,42720,22,117,6,24.5,65,57,2649,0.58,4555,490,216.5,86,10,7,9,14,6,EN5 5SX
Barnet 002D,High Barnet,350000,38610,23,72,5,20.6,65,56,2033,0.22,9113,530,10.1,85,7,10,5,21,8,EN5 1QQ
Barnet 002E,High Barnet,400000,40290,17,63,5,19.1,66,57,1689,0.23,7190,505,27.5,84,10,10,9,21,5,EN5 5EA
Barnet 007B,High Barnet,725000,50840,32,59,5,29.5,69,79,1696,3.32,511,556,2372.4,83,12,10,10,14,7,EN5 2AA
Barnet 001D,High Barnet,719103,46840,15,33,6,22.3,63,60,1596,1.53,1045,507,1179.6,80,9,10,9,12,7,EN5 4PH
Barnet 017A,Mill Hill,600000,37970,34,68,4,18.2,65,59,1451,1.07,1358,414,809.4,85,5,22,13,28,9,NW7 1EF
Barnet 016A,Mill Hill,621500,43940,22,34,4,17.7,60,54,1862,0.56,3314,435,282.4,98,11,7,10,30,6,NW7 2PU
Barnet 017B,Mill Hill,495000,34470,21,97,4,13,62,49,1861,0.68,2737,440,409.8,89,10,11,9,13,6,NW7 1JU
Barnet 016B,Mill Hill,747500,44090,26,110,4,19.3,60,53,1755,0.8,2199,489,371.6,95,7,11,7,33,7,NW7 4BH
Barnet 025D,Mill Hill,480000,41570,29,59,4,22,64,56,2752,1.28,2143,476,912.2,89,10,14,9,23,10,NW7 1DU
Barnet 025E,Mill Hill,457500,39670,20,96,4,14,58,52,2046,0.82,2506,470,460.9,104,10,24,7,39,6,NW7 2SB
Barnet 017C,Mill Hill,704975,43500,18,33,4,24.4,63,59,1608,1.2,1343,508,739.7,86,8,14,12,39,13,NW7 4DB
Barnet 017D,Mill Hill,600000,39600,125,27,4,17.9,65,55,2389,2.21,1081,459,1724.5,84,6,17,10,20,7,NW7 1RU
Barnet 016C,Mill Hill,1300000,52090,20,37,4,16,59,56,1571,0.39,3985,494,18.1,94,10,10,11,38,10,NW7 4ZQ
Barnet 016D,Mill Hill,380000,40260,17,121,4,12.8,59,54,1753,0.38,4640,528,27.2,118,8,11,8,30,6,NW7 4ZH
Barnet 011A,Oakleigh,324000,36300,13,43,4,15.4,57,61,2004,0.21,9507,436,12.4,94,10,14,5,27,7,N20 0TZ
Barnet 011B,Oakleigh,890000,45630,15,41,4,20,58,62,1526,0.64,2376,546,315.3,89,10,10,7,22,7,N20 0JT
Barnet 005A,Oakleigh,532500,42840,14,35,4,16.9,63,60,1538,0.28,5503,503,18.6,86,10,14,10,23,8,EN5 1DL
Barnet 005B,Oakleigh,389950,39940,15,103,5,17,66,60,1978,0.25,7834,430,8.6,89,10,10,6,17,5,EN5 1HP
Barnet 005C,Oakleigh,580500,41770,16,40,4,17.3,64,59,1498,0.27,5515,478,33.8,89,10,10,7,20,7,EN5 1FE
Barnet 005D,Oakleigh,498750,43010,14,46,5,19.2,65,62,1530,0.25,6071,443,15.2,86,10,10,8,20,7,EN5 1NB
Barnet 008A,Oakleigh,625000,43270,13,60,4,21.9,62,56,1578,0.34,4611,562,6.8,89,10,10,10,17,8,EN5 1ED
Barnet 008B,Oakleigh,999500,48490,44,51,4,20.2,60,55,1288,0.47,2742,565,47.4,86,8,13,10,23,9,N20 0TQ
Barnet 008C,Oakleigh,587500,40160,19,75,4,22.5,59,50,1527,0.33,4637,487,75.6,91,8,11,7,17,7,N20 9BA
Barnet 011C,Oakleigh,360000,37220,13,73,4,16.7,57,60,1938,0.27,7253,453,50,92,10,12,8,22,6,N20 0RP
Barnet 012A,Totteridge,667500,42240,22,33,4,23.5,58,47,1733,0.33,5234,491,143.9,86,9,9,10,19,13,N12 7DF
Barnet 020A,Totteridge,850000,50720,7,30,4,15.3,59,52,1514,0.51,2952,544,191.8,85,9,14,10,25,12,N12 7LU
Barnet 012B,Totteridge,482500,37650,20,33,4,19.2,53,42,1799,0.19,9724,454,22.9,87,10,10,11,19,10,N12 0NW
Barnet 020B,Totteridge,935000,49900,13,20,4,17.6,58,47,1565,0.28,5685,537,28.9,88,10,12,10,23,9,N12 7LF
Barnet 007C,Totteridge,1772700,57960,17,28,4,20.4,66,66,1470,5.04,291,461,4041.2,82,9,11,10,30,9,N20 8AN
Barnet 007D,Totteridge,915000,52670,13,30,4,19.4,60,46,1377,1.02,1355,490,765.5,84,9,11,10,24,9,N20 8RA
Barnet 008D,Totteridge,510000,38810,102,134,4,11.9,58,53,1377,0.27,5119,405,63.3,95,5,10,5,15,5,N20 0LY
Barnet 008E,Totteridge,495000,45360,47,43,4,20.2,58,42,1716,0.53,3246,535,272.9,87,10,13,10,18,7,N20 0EZ
Barnet 012C,Totteridge,1070000,49000,9,23,4,19.6,59,50,1412,0.33,4274,498,19.1,85,6,10,10,22,11,N12 7ET
Barnet 012D,Totteridge,461500,38740,24,37,4,15.9,55,49,1725,0.28,6250,408,65.5,91,7,8,6,11,10,N12 7EA
Barnet 004A,Underhill,466000,36400,16,49,5,14.2,71,65,1421,0.2,7031,392,27,82,9,10,9,10,9,EN5 2DE
Barnet 007E,Underhill,427500,35880,14,39,5,17.9,67,57,1657,0.27,6155,408,51.9,81,12,10,7,8,7,EN5 3BA
Barnet 004B,Underhill,475000,34380,11,59,5,17.3,71,64,1652,0.27,6042,413,68.9,81,6,11,10,12,10,EN5 2QP
Barnet 004C,Underhill,559000,38110,16,41,5,16.3,66,51,1631,0.34,4840,500,139.9,85,5,11,8,22,10,EN5 2DH
Barnet 004D,Underhill,460000,31390,30,76,5,12.2,69,52,1906,0.28,6778,415,112.8,82,7,10,7,21,9,EN5 2TG
Barnet 007F,Underhill,606250,38350,14,43,5,25.2,69,62,1646,2.05,804,404,1595.4,83,12,10,11,12,8,EN5 3BL
Barnet 004E,Underhill,400000,31680,6,65,5,13.5,70,57,1647,0.25,6596,442,84.8,82,6,10,9,19,10,EN5 2WF
Barnet 001E,Underhill,352500,40660,16,84,5,23.3,68,56,1525,0.29,5297,501,32.5,84,7,10,7,17,7,EN5 2LQ
Barnet 001F,Underhill,562000,43890,19,41,5,20.3,69,50,1786,0.27,6528,550,5,85,7,9,7,16,7,EN5 2HA
Barnet 004F,Underhill,481000,38450,8,63,5,27.5,71,64,1681,0.33,5077,476,71.9,82,10,10,6,6,6,EN5 2UW
Barnet 023B,West Finchley,877500,43420,12,32,4,13.9,53,45,1742,0.2,8531,569,12.1,92,10,11,6,12,6,N3 2BZ
Barnet 023C,West Finchley,530000,41470,16,78,4,13.1,55,44,1739,0.22,7830,457,36.4,98,10,10,6,11,6,N3 1BW
Barnet 027D,West Finchley,449500,38530,12,33,4,10.9,50,46,1491,0.23,6429,434,74.6,98,5,12,10,18,7,N3 2AQ
Barnet 023D,West Finchley,464000,41240,10,93,4,17.6,50,49,1865,0.27,7011,593,70.2,98,10,10,6,10,7,N3 2GY
Barnet 019A,West Finchley,405000,37840,18,123,4,15.9,51,49,1968,0.17,11920,445,2.4,100,6,5,7,13,5,N12 8AF
Barnet 019B,West Finchley,472000,40490,19,33,4,14.7,53,43,1642,0.17,9464,507,12.2,89,6,6,8,17,7,N12 8AA
Barnet 020C,West Finchley,760000,48310,13,33,4,16.9,55,41,1516,0.29,5279,551,31.3,89,10,12,8,21,9,N12 7PE
Barnet 019C,West Finchley,437500,38540,15,63,4,15.3,51,45,2052,0.22,9461,454,37.5,96,5,9,10,11,6,N3 1NF
Barnet 020D,West Finchley,758000,47770,13,36,4,16.2,56,44,1623,0.22,7497,516,26.2,89,10,17,7,25,12,N3 1AT
Barnet 020E,West Finchley,556750,43470,14,36,4,11.4,53,42,1626,0.18,9155,419,40.9,92,10,13,10,22,11,N3 1EH
Barnet 036B,West Hendon,403500,32410,8,95,3,13.2,53,54,1808,0.69,2626,432,287.1,103,10,16,10,27,5,NW2 1LY
Barnet 036C,West Hendon,472500,34230,14,24,3,11.5,52,48,1685,0.15,11494,402,22.2,113,10,12,6,25,6,NW4 3TB
Barnet 039D,West Hendon,515000,33270,5,334,3,14.3,54,53,1680,0.5,3348,465,81.8,117,6,11,10,24,6,NW2 1NA
Barnet 036D,West Hendon,493500,30480,27,83,4,14.5,51,47,1772,0.53,3350,440,364.5,91,8,17,10,28,8,NW9 7SH
Barnet 031D,West Hendon,825000,40440,13,32,4,15.7,52,41,1903,0.29,6558,539,39,111,10,17,10,29,7,NW4 3XZ
Barnet 034C,West Hendon,549000,37430,12,80,3,18.6,50,41,2085,0.3,6841,479,42.6,115,10,10,7,22,8,NW4 3QL
Barnet 034D,West Hendon,955000,46450,10,53,3,14.5,49,41,1697,0.35,4862,515,109.6,107,6,10,10,26,6,NW4 2QA
Barnet 036E,West Hendon,354975,32100,12,41,4,14.2,55,52,1873,0.15,12776,462,17.8,94,5,16,10,32,8,NW9 7RF
Barnet 036F,West Hendon,404000,33510,12,47,3,11.7,52,43,2099,0.22,9620,458,39.3,113,10,13,6,22,7,NW4 3ST
Barnet 032F,West Hendon,943250,40090,8,90,3,14.4,50,43,1935,0.25,7712,574,2.3,101,9,12,6,22,5,NW4 3XE
Barnet 022F,Woodhouse,479000,33410,6,80,3,13.6,53,52,1800,0.51,3561,442,300.5,98,6,6,10,11,8,N12 0PN
Barnet 027E,Woodhouse,410000,36320,21,148,4,14.9,49,45,2497,0.41,6144,499,102.1,100,6,16,7,9,8,N12 0BA
Barnet 019D,Woodhouse,502000,39260,18,53,4,16.2,51,47,1640,0.17,9613,506,14,96,7,12,7,7,8,N12 0HG
Barnet 019E,Woodhouse,717500,39480,12,51,4,19.4,51,50,1867,0.27,6856,513,81.6,96,6,13,8,8,9,N12 0NT
Barnet 027F,Woodhouse,662500,41230,14,45,4,13.1,51,48,1567,0.16,9855,482,14.2,96,5,14,6,10,9,N12 0HZ
Barnet 011D,Woodhouse,510000,41180,21,51,4,20.3,56,54,1584,0.23,6790,465,10,89,11,14,9,15,6,N12 9PB
Barnet 012E,Woodhouse,495000,38640,19,62,4,13.2,52,45,1757,0.18,10034,428,7,93,9,8,8,14,7,N12 8UH
Barnet 011E,Woodhouse,375000,37850,13,53,4,19,52,51,1802,0.2,8807,449,5.9,89,10,10,10,16,6,N12 9DH
Barnet 019F,Woodhouse,397000,36470,23,130,4,20.6,51,49,2269,0.21,10598,444,3.4,98,7,9,6,12,6,N12 9DE
Barnet 015F,Woodhouse,630000,40280,11,51,4,17.7,54,56,1873,0.27,6901,576,30.9,93,8,5,9,13,7,N12 9AA
Bexley 014A,Barnehurst,460000,42430,17,24,6,18.4,67,60,1613,0.39,4122,545,112.7,82,10,13,10,31,6,DA7 6LP
Bexley 014B,Barnehurst,295000,40240,32,38,6,10.8,69,68,1324,0.27,4844,492,96.7,83,10,12,7,38,6,DA7 6NR
Bexley 017A,Barnehurst,388000,40600,11,18,6,22.3,64,63,1554,0.39,3965,530,75.8,86,10,11,7,33,10,DA7 6DB
Bexley 017B,Barnehurst,372500,38630,20,39,6,24.4,68,66,1521,0.54,2800,498,268.2,82,9,12,11,33,7,DA7 6JR
Bexley 017C,Barnehurst,312000,37680,21,60,6,16.4,62,71,1340,0.48,2785,543,265.6,89,6,7,10,28,6,DA7 6DP
Bexley 017D,Barnehurst,268000,35970,34,78,6,23.9,63,66,1554,0.26,6092,516,36.2,93,6,10,9,32,7,DA7 4LY
Bexley 017E,Barnehurst,351500,35080,20,36,6,18.2,64,73,1620,0.53,3033,429,245.9,92,10,10,10,25,8,DA7 6AA
Bexley 005A,Belvedere,318000,35270,21,32,5,23.1,63,71,1579,0.28,5676,447,40.3,86,6,10,5,28,8,DA17 6DR
Bexley 003A,Belvedere,266000,33420,34,68,5,20.7,62,67,1787,0.29,6147,431,71.4,88,10,11,5,28,5,DA17 5HZ
Bexley 006A,Belvedere,316250,37310,22,23,5,19.8,62,66,1685,0.27,6358,444,65.6,86,9,11,9,27,8,DA17 5HY
Bexley 003B,Belvedere,252000,32790,35,76,5,11.4,59,72,2070,1.39,1485,377,608.4,85,6,10,6,25,6,DA17 6LB
Bexley 003C,Belvedere,304500,31580,10,73,5,13,63,66,1985,0.18,10979,516,27.1,86,7,15,9,28,7,DA17 5DQ
Bexley 003D,Belvedere,314000,35460,27,37,5,11.8,61,69,1796,0.27,6538,497,96.7,84,6,17,11,34,10,DA17 5EY
Bexley 003E,Belvedere,280000,34830,25,38,5,12.8,63,71,1863,0.17,10756,401,5.9,85,9,14,8,26,7,DA17 5AE
Bexley 025A,Blackfen and Lamorbey,425000,40190,11,26,5,19,59,64,1607,0.26,6297,462,11,87,8,10,6,19,6,DA15 8DA
Bexley 018A,Blackfen and Lamorbey,342500,38520,16,23,4,21.3,54,60,1553,0.23,6680,465,2.5,92,10,10,8,35,7,DA15 8ST
Bexley 022A,Blackfen and Lamorbey,365000,40900,19,19,4,25.2,54,68,1541,0.24,6342,547,10.6,88,5,10,10,39,7,DA15 8RB
Bexley 022B,Blackfen and Lamorbey,336750,40790,24,37,4,17.3,59,70,1596,0.22,7294,468,48.1,85,6,13,12,32,7,DA15 8HN
Bexley 022C,Blackfen and Lamorbey,394500,41160,18,29,5,17.1,58,76,1573,0.3,5193,502,68.1,87,8,10,8,29,6,DA15 8NL
Bexley 025B,Blackfen and Lamorbey,440000,41210,15,31,5,19.2,58,61,1615,0.23,7133,489,5.9,88,10,10,7,19,5,DA15 8JG
Bexley 022D,Blackfen and Lamorbey,446000,42860,18,18,5,14.4,58,64,1372,0.21,6606,515,13.7,86,6,11,10,24,6,DA15 8EX
Bexley 021A,Blendon and Penhill,340000,39430,21,24,5,18,58,76,1702,0.35,4891,491,143.7,86,6,9,7,29,9,DA15 9JD
Bexley 021B,Blendon and Penhill,332500,37770,29,40,5,18.1,58,76,1507,0.2,7669,468,7.2,92,6,8,6,28,6,DA15 9HS
Bexley 020A,Blendon and Penhill,521250,44810,20,20,5,19,56,71,1573,0.29,5361,526,0.7,89,10,11,10,30,11,DA5 1BP
Bexley 020B,Blendon and Penhill,448000,42940,23,17,5,24.4,59,70,1698,0.33,5095,492,19.1,104,9,8,11,32,10,DA5 1HP
Bexley 021C,Blendon and Penhill,523750,40330,16,29,5,15.4,59,74,1541,0.27,5720,493,53.5,87,7,10,5,27,6,DA15 9ED
Bexley 024A,Blendon and Penhill,342500,40340,18,26,5,22.5,55,74,1649,0.31,5275,544,41.8,87,9,9,9,18,9,DA15 9LH
Bexley 021D,Blendon and Penhill,315000,38480,19,76,5,19.5,55,74,1653,0.34,4801,527,24.6,108,8,7,9,34,6,DA5 1GX
Bexley 011A,Brampton,472000,41350,16,15,6,30.3,65,68,1721,0.34,5095,552,11.7,87,8,10,8,39,6,DA7 5BE
Bexley 011B,Brampton,387000,38460,15,25,5,18.4,62,59,1520,0.21,7404,524,1.5,87,7,10,8,31,7,DA7 4PG
Bexley 011C,Brampton,400000,39580,25,27,6,26.5,67,71,1520,0.42,3615,471,144.2,84,5,9,6,41,7,DA7 5BY
Bexley 009A,Brampton,441250,40350,24,47,5,28.9,61,57,1608,0.31,5197,534,4.4,89,6,13,5,31,5,DA7 4RL
Bexley 009B,Brampton,453500,43060,17,11,5,15.3,58,59,1486,0.2,7375,484,14.4,85,6,16,5,28,5,DA7 4TJ
Bexley 011D,Brampton,415000,40670,24,30,5,21.9,61,59,1669,0.29,5667,513,37.1,85,6,11,9,37,6,DA7 4NF
Bexley 009C,Brampton,401500,42530,12,23,5,18.9,62,67,1270,0.2,6232,508,1.6,91,10,16,8,26,7,DA7 5JP
Bexley 015A,Christchurch,341475,39480,64,270,5,15.8,60,66,1716,0.44,3903,562,70,91,9,9,8,32,5,DA6 7DS
Bexley 020C,Christchurch,380000,40680,15,12,5,14.1,59,65,1580,0.29,5538,521,114,93,8,10,10,28,10,DA6 8LN
Bexley 015B,Christchurch,350000,39430,33,275,6,23.3,60,67,1574,0.39,3991,565,34.8,93,10,9,6,35,5,DA6 7DN
Bexley 020D,Christchurch,459350,41640,28,22,6,18.7,58,73,1495,0.42,3571,529,49.2,97,8,8,10,37,10,DA5 1HD
Bexley 023A,Christchurch,415280,40770,27,28,6,23.1,63,78,1606,0.43,3712,527,114.5,99,10,11,12,32,11,DA5 1QA
Bexley 015C,Christchurch,267000,37980,29,64,5,27.6,62,60,1776,0.34,5208,523,88.3,88,10,7,10,42,8,DA7 4JY
Bexley 015D,Christchurch,373535,40480,30,27,5,16.4,59,55,1696,0.24,7193,542,23.1,87,5,11,8,28,6,DA7 4AF
Bexley 010A,Colyers,254000,32590,23,51,6,16.1,70,79,1469,0.26,5609,451,65.2,87,8,12,6,41,6,DA8 3QP
Bexley 010B,Colyers,294500,32970,16,37,6,12.9,72,77,1563,0.24,6576,409,70.3,82,5,10,6,49,6,DA8 3PX
Bexley 014C,Colyers,322500,37610,24,26,6,17.5,67,64,1623,0.27,6099,499,21.5,83,7,11,8,40,9,DA8 3NE
Bexley 014D,Colyers,318250,39000,14,30,6,26,65,60,1634,0.33,5017,534,37.9,85,6,12,6,35,9,DA8 3LT
Bexley 014E,Colyers,320000,38650,33,31,6,18.5,71,71,1628,0.23,7035,467,10,82,10,12,7,37,9,DA7 6RE
Bexley 010C,Colyers,347500,33080,16,45,6,16.5,69,72,1742,0.23,7597,519,24.3,82,7,13,6,35,5,DA8 3JW
Bexley 008A,Colyers,268950,30960,25,73,6,4.1,68,78,817,0.09,9180,475,27,87,7,20,9,42,6,DA8 3RN
Bexley 019A,Crayford,306250,32270,18,56,6,10.9,67,86,1542,0.74,2074,460,305.2,90,13,15,10,28,9,DA1 4PD
Bexley 019B,Crayford,300000,35740,31,66,6,13,67,79,1769,0.43,4122,490,112.7,84,11,11,10,22,8,DA1 4NR
Bexley 019C,Crayford,306000,36340,20,58,6,15.5,67,82,1592,0.55,2895,527,371.4,82,10,10,11,26,8,DA1 4UG
Bexley 019D,Crayford,283000,37660,19,32,6,21.3,68,78,1461,0.43,3394,495,150.3,84,6,7,12,30,11,DA1 4JX
Bexley 019E,Crayford,260000,36420,49,114,6,22.8,63,76,2640,1.26,2092,495,763.6,87,7,10,8,25,6,DA1 4BT
Bexley 019F,Crayford,325000,37040,29,25,6,17.1,67,70,1738,0.32,5361,486,44.8,82,10,10,9,25,7,DA1 3PF
Bexley 010D,Crayford,213100,33040,26,54,6,18.2,70,78,1681,0.22,7478,441,65.5,96,10,12,10,44,7,DA1 4SN
Bexley 028A,Cray Meadows,320000,34510,18,27,5,16.4,63,66,1666,2.06,810,467,1645.7,81,7,12,10,31,11,DA14 4PR
Bexley 027A,Cray Meadows,441500,40700,18,36,5,22.3,62,74,1584,0.58,2708,478,509.9,82,10,8,9,16,7,DA14 4ND
Bexley 028B,Cray Meadows,437000,36380,20,40,6,23.2,69,85,1516,2.79,544,472,2233.7,80,10,14,10,25,8,DA14 5NF
Bexley 027B,Cray Meadows,322500,37830,27,38,5,20.9,63,71,1752,0.3,5844,554,78.6,87,5,10,9,12,7,DA14 6LW
